,is_weekend,is_holiday,is_summer,is_monsoon,lag_1,lag_2,lag_7,rolling_mean_3,rolling_mean_7,rolling_std_7,roll_mean_7,roll_mean_14,day_of_week,month,day
220,0,0,0,1,7935.5,8022.5,6226.0,7377.833333333333,6784.428571428572,823.0788453813562,6784.428571428572,6778.321428571428,0,8,2
221,0,0,0,1,6589.0,7935.5,6501.0,7515.666666666667,6836.285714285715,792.9142900897876,6836.285714285715,6810.321428571428,1,8,3
222,0,0,0,1,6533.5,6589.0,6272.0,7019.333333333333,6840.928571428572,790.715942915642,6840.928571428572,6833.428571428572,2,8,4
223,0,0,0,1,6913.0,6533.5,6358.5,6678.5,6932.5,749.9119392746637,6932.5,6885.75,3,8,5
224,0,0,0,1,6151.5,6913.0,6175.5,6532.666666666667,6902.928571428572,779.804592433882,6902.928571428572,6865.857142857143,4,8,6
225,1,0,0,1,6553.0,6151.5,8022.5,6539.166666666667,6956.857142857143,732.7472116565825,6956.857142857143,6870.392857142857,5,8,7
226,1,0,0,1,7688.0,6553.0,7935.5,6797.5,6909.071428571428,658.8502250493957,6909.071428571428,6857.071428571428,6,8,8
227,0,0,0,1,8361.5,7688.0,6589.0,7534.166666666667,6969.928571428572,778.3068925864907,6969.928571428572,6877.178571428572,0,8,9
228,0,0,0,1,6508.0,8361.5,6533.5,7519.166666666667,6958.357142857143,785.4832755638381,6958.357142857143,6897.321428571428,1,8,10
229,0,0,0,1,6157.5,6508.0,6913.0,7009.0,6904.642857142857,830.9207600751289,6904.642857142857,6872.785714285715,2,8,11
230,0,0,0,1,6200.0,6157.5,6151.5,6288.5,6802.785714285715,872.3916769979289,6802.785714285715,6867.642857142857,3,8,12
231,0,0,0,1,6216.0,6200.0,6553.0,6191.166666666667,6812.0,864.6727222866969,6812.0,6857.464285714285,4,8,13
232,1,0,0,1,6439.5,6216.0,7688.0,6285.166666666667,6795.785714285715,871.3771120637676,6795.785714285715,6876.321428571428,5,8,14
234,1,0,0,1,8116.5,6439.5,8361.5,8879.666666666666,7388.642857142857,2181.239894232291,6857.0,6883.035714285715,6,8,15
233,1,1,0,1,12083.0,8116.5,6508.0,6924.0,6857.0,955.4927175721193,7388.642857142857,7179.285714285715,6,8,15
235,0,0,0,1,12083.0,12083.0,6157.5,10760.833333333334,8185.071428571428,2749.794316983418,8185.071428571428,7571.714285714285,0,8,16
236,0,0,0,1,6049.0,12083.0,6200.0,10071.666666666666,8169.571428571428,2763.400267010609,8169.571428571428,7537.107142857143,1,8,17
237,0,0,0,1,6167.5,6049.0,6216.0,8099.833333333333,8164.928571428572,2767.285484437948,8164.928571428572,7483.857142857143,2,8,18
238,0,0,0,1,6251.0,6167.5,6439.5,6155.833333333333,8169.928571428572,2763.2058288120647,8169.928571428572,7490.964285714285,3,8,19
239,0,0,0,1,6184.0,6251.0,8116.5,6200.833333333333,8133.428571428572,2791.4166718199385,8133.428571428572,7464.607142857143,4,8,20
240,1,0,0,1,6411.0,6184.0,12083.0,6282.0,7889.785714285715,2866.559579256742,7889.785714285715,7373.392857142857,5,8,21
241,1,0,0,1,8347.0,6411.0,12083.0,6980.666666666667,7356.071428571428,2233.645197664042,7356.071428571428,7372.357142857143,6,8,22
242,0,0,0,1,8385.0,8347.0,6049.0,7714.333333333333,6827.785714285715,1056.4299100091414,6827.785714285715,7506.428571428572,0,8,23
243,0,0,0,1,6354.0,8385.0,6167.5,7695.333333333333,6871.357142857143,1024.771629611769,6871.357142857143,7520.464285714285,1,8,24
244,0,0,0,1,6434.0,6354.0,6251.0,7057.666666666667,6909.428571428572,998.8878577603044,6909.428571428572,7537.178571428572,2,8,25
245,0,0,0,1,6401.5,6434.0,6184.0,6396.5,6930.928571428572,983.8605265556208,6930.928571428572,7550.428571428572,3,8,26
246,0,0,0,1,6356.5,6401.5,6411.0,6397.333333333333,6955.571428571428,963.9937944376527,6955.571428571428,7544.5,4,8,27
247,1,0,0,1,6447.5,6356.5,8347.0,6401.833333333333,6960.785714285715,960.6501642612965,6960.785714285715,7425.285714285715,5,8,28
248,1,0,0,1,8472.0,6447.5,8385.0,7092.0,6978.642857142857,991.3827764914153,6978.642857142857,7167.357142857143,6,8,29
249,0,0,0,1,7978.0,8472.0,6354.0,7632.5,6920.5,903.1656363406906,6920.5,6874.142857142857,0,8,30
250,0,0,0,1,6342.0,7978.0,6434.0,7597.333333333333,6918.785714285715,904.430615412402,6918.785714285715,6895.071428571428,1,8,31
251,0,0,0,1,6429.5,6342.0,6401.5,6916.5,6918.142857142857,904.8341337083982,6918.142857142857,6913.785714285715,2,9,1
252,0,0,0,1,7761.5,6429.5,6356.5,6844.333333333333,7112.428571428572,921.2719209771736,7112.428571428572,7021.678571428572,3,9,2
253,0,0,0,1,6043.0,7761.5,6447.5,6744.666666666667,7067.642857142857,970.4518584266962,7067.642857142857,7011.607142857143,4,9,3
254,1,0,0,1,6389.5,6043.0,8472.0,6731.333333333333,7059.357142857143,976.8555724997572,7059.357142857143,7010.071428571428,5,9,4
255,1,0,0,1,8268.0,6389.5,7978.0,6900.166666666667,7030.214285714285,929.5871331377475,7030.214285714285,7004.428571428572,6,9,5
256,0,0,0,1,8565.5,8268.0,6342.0,7741.0,7114.142857142857,1048.3550493624898,7114.142857142857,7017.321428571428,0,9,6
257,0,0,0,1,6059.0,8565.5,6429.5,7630.833333333333,7073.714285714285,1087.808992774891,7073.714285714285,6996.25,1,9,7
258,0,0,0,1,6220.0,6059.0,7761.5,6948.166666666667,7043.785714285715,1111.1192876683358,7043.785714285715,6980.964285714285,2,9,8
259,0,0,0,1,5670.0,6220.0,6043.0,5983.0,6745.0,1165.8172741329072,6745.0,6928.714285714285,3,9,9
260,0,0,0,1,6188.0,5670.0,6389.5,6026.0,6765.714285714285,1152.4771095753936,6765.714285714285,6916.678571428572,4,9,10
261,1,0,0,1,6964.5,6188.0,8268.0,6274.166666666667,6847.857142857143,1141.6338698799889,6847.857142857143,6953.607142857143,5,9,11
262,1,0,0,1,8666.0,6964.5,8565.5,7272.833333333333,6904.714285714285,1230.5944314687604,6904.714285714285,6967.464285714285,6,9,12
263,0,0,0,1,8229.5,8666.0,6059.0,7953.333333333333,6856.714285714285,1159.518285652245,6856.714285714285,6985.428571428572,0,9,13
264,0,0,0,1,6413.0,8229.5,6220.0,7769.5,6907.285714285715,1126.1681289940334,6907.285714285715,6990.5,1,9,14
265,0,0,0,1,6458.0,6413.0,5670.0,7033.5,6941.285714285715,1105.3605692692568,6941.285714285715,6992.535714285715,2,9,15
266,0,0,0,1,6333.5,6458.0,6188.0,6401.5,7036.071428571428,1001.7715736206054,7036.071428571428,6890.535714285715,3,9,16
267,0,0,0,1,6379.5,6333.5,6964.5,6390.333333333333,7063.428571428572,977.0618979271328,7063.428571428572,6914.571428571428,4,9,17
268,1,0,0,1,6176.0,6379.5,8666.0,6296.333333333333,6950.785714285715,1034.1521026563687,6950.785714285715,6899.321428571428,5,9,18
269,1,0,0,1,8317.0,6176.0,8229.5,6957.5,6900.928571428572,941.9841394883651,6900.928571428572,6902.821428571428,6,9,19
270,0,0,0,1,8246.0,8317.0,6413.0,7579.666666666667,6903.285714285715,945.8753378547943,6903.285714285715,6880.0,0,9,20
271,0,0,0,1,6249.0,8246.0,6458.0,7604.0,6879.857142857143,961.9380053779415,6879.857142857143,6893.571428571428,1,9,21
272,0,0,0,1,6178.0,6249.0,6333.5,6891.0,6839.857142857143,987.8755283555846,6839.857142857143,6890.571428571428,2,9,22
273,0,0,0,1,5941.0,6178.0,6379.5,6122.666666666667,6783.785714285715,1031.578638832374,6783.785714285715,6909.928571428572,3,9,23
274,0,0,0,1,6433.5,5941.0,6176.0,6184.166666666667,6791.5,1028.2479840323938,6791.5,6927.464285714285,4,9,24
275,1,0,0,1,6389.0,6433.5,8317.0,6254.5,6821.928571428572,1009.9874763485774,6821.928571428572,6886.357142857143,5,9,25
276,1,0,0,1,8570.5,6389.0,8246.0,7131.0,6858.142857142857,1074.983050807698,6858.142857142857,6879.535714285715,6,9,26
277,0,0,0,1,8228.5,8570.5,6249.0,7729.333333333333,6855.642857142857,1071.2312897738248,6855.642857142857,6879.464285714285,0,9,27
278,0,0,0,1,6515.0,8228.5,6178.0,7771.333333333333,6893.642857142857,1050.6452665816817,6893.642857142857,6886.75,1,9,28
279,0,0,0,1,6243.0,6515.0,5941.0,6995.5,6902.928571428572,1043.5293251178757,6902.928571428572,6871.392857142857,2,9,29
280,0,0,0,1,6296.0,6243.0,6433.5,6351.333333333333,6953.642857142857,996.5584827413928,6953.642857142857,6868.714285714285,3,9,30
281,0,0,0,0,6508.5,6296.0,6389.0,6349.166666666667,6964.357142857143,990.4185022119826,6964.357142857143,6877.928571428572,4,10,1
283,1,0,0,0,6288.0,6508.5,8570.5,6364.166666666667,6949.928571428572,1000.8778408881724,6949.928571428572,6885.928571428572,5,10,2
282,1,1,0,0,11557.5,6288.0,8228.5,8118.0,7376.642857142857,1972.2831886396284,7376.642857142857,7117.392857142857,5,10,2
284,1,0,0,0,11557.5,11557.5,6515.0,9801.0,7852.214285714285,2533.447401880542,7852.214285714285,7353.928571428572,6,10,3
285,0,0,0,0,8603.0,11557.5,6243.0,10572.666666666666,8150.5,2471.9375329216355,8150.5,7522.071428571428,0,10,4
286,0,0,0,0,7497.0,8603.0,6296.0,9219.166666666666,8329.642857142857,2353.2499462496216,8329.642857142857,7616.285714285715,1,10,5
287,0,0,0,0,6797.0,7497.0,6508.5,7632.333333333333,8401.214285714286,2287.798994250867,8401.214285714286,7677.428571428572,2,10,6
288,0,0,0,0,6777.0,6797.0,6288.0,7023.666666666667,8439.57142857143,2252.7594639421654,8439.57142857143,7701.964285714285,3,10,7
289,0,0,0,0,7000.5,6777.0,11557.5,6858.166666666667,8541.357142857143,2153.241581784044,8541.357142857143,7745.642857142857,4,10,8
290,1,0,0,0,6918.5,7000.5,11557.5,6898.666666666667,7878.642857142857,1745.5138621211731,7878.642857142857,7627.642857142857,5,10,9
291,1,0,0,0,8336.0,6918.5,8603.0,7418.333333333333,7418.428571428572,760.867620361328,7418.428571428572,7635.321428571428,6,10,10
292,0,0,0,0,8998.0,8336.0,7497.0,8084.166666666667,7474.857142857143,870.1594065785692,7474.857142857143,7812.678571428572,0,10,11
293,0,0,0,0,6285.5,8998.0,6797.0,7873.166666666667,7301.785714285715,978.7294849762765,7301.785714285715,7815.714285714285,1,10,12
294,0,0,0,0,7523.0,6285.5,6777.0,7602.166666666667,7405.5,954.4893049863666,7405.5,7903.357142857143,2,10,13
295,0,0,0,0,6801.0,7523.0,7000.5,6869.833333333333,7408.928571428572,951.8950147193981,7408.928571428572,7924.25,3,10,14
296,0,0,0,0,6894.0,6801.0,6918.5,7072.666666666667,7393.714285714285,960.324765254926,7393.714285714285,7967.535714285715,4,10,15
297,0,1,0,0,10484.5,6894.0,8336.0,8059.833333333333,7903.142857142857,1474.4404225074136,7903.142857142857,7890.892857142857,4,10,15
298,1,0,0,0,10484.5,10484.5,8998.0,9287.666666666666,8210.07142857143,1772.966004293649,8210.07142857143,7814.25,5,10,16
299,1,0,0,0,9115.0,10484.5,6285.5,10028.0,8226.785714285714,1782.1597117248702,8226.785714285714,7850.821428571428,6,10,17
300,0,0,0,0,8723.0,9115.0,7523.0,9440.833333333334,8575.0,1564.4714496169959,8575.0,7938.392857142857,0,10,18
301,0,0,0,0,6712.5,8723.0,6801.0,8183.5,8459.214285714286,1680.9612046173486,8459.214285714286,7932.357142857143,1,10,19
302,0,0,0,0,6772.0,6712.5,6894.0,7402.5,8455.07142857143,1685.7580250580613,8455.07142857143,7932.0,2,10,20
303,0,0,0,0,6829.0,6772.0,10484.5,6771.166666666667,8445.785714285714,1695.9383552363986,8445.785714285714,7919.75,3,10,21
304,0,0,0,0,6941.5,6829.0,10484.5,6847.5,7939.642857142857,1503.9113924000003,7939.642857142857,7921.392857142857,4,10,22
305,1,0,0,0,6880.0,6941.5,9115.0,6883.5,7424.714285714285,1029.6424888095532,7424.714285714285,7817.392857142857,5,10,23
306,1,0,0,0,9016.0,6880.0,8723.0,7612.5,7410.571428571428,1002.8880142107819,7410.571428571428,7818.678571428572,6,10,24
307,0,0,0,0,9070.0,9016.0,6712.5,8322.0,7460.142857142857,1083.8772499029444,7460.142857142857,8017.571428571428,0,10,25
308,0,0,0,0,6874.0,9070.0,6772.0,8320.0,7483.214285714285,1066.8963498993696,7483.214285714285,7971.214285714285,1,10,26
309,0,0,0,0,7042.5,6874.0,6829.0,7662.166666666667,7521.857142857143,1041.4378967836585,7521.857142857143,7988.464285714285,2,10,27
310,0,0,0,0,6836.0,7042.5,6941.5,6917.5,7522.857142857143,1040.6648001112094,7522.857142857143,7984.321428571428,3,10,28
311,0,0,0,0,7150.5,6836.0,6880.0,7009.666666666667,7552.714285714285,1024.0713621432506,7552.714285714285,7746.178571428572,4,10,29
312,1,0,0,0,7055.5,7150.5,9016.0,7014.0,7577.785714285715,1006.8606679982751,7577.785714285715,7501.25,5,10,30
313,1,0,0,0,9205.0,7055.5,9070.0,7803.666666666667,7604.785714285715,1053.318045398413,7604.785714285715,7507.678571428572,6,10,31
314,0,0,0,0,9004.0,9205.0,6874.0,8421.5,7595.357142857143,1038.2034849635713,7595.357142857143,7527.75,0,11,1
315,0,0,0,0,7211.0,9004.0,7042.5,8473.333333333334,7643.5,1006.5079069071916,7643.5,7563.357142857143,1,11,2
316,0,0,0,0,6801.5,7211.0,6836.0,7672.166666666667,7609.071428571428,1034.2319786751493,7609.071428571428,7565.464285714285,2,11,3
318,0,0,0,0,6698.0,6801.5,7150.5,6903.5,7589.357142857143,1052.5766683986355,7589.357142857143,7556.107142857143,3,11,4
317,0,1,0,0,9374.5,6698.0,7055.5,7624.666666666667,7907.071428571428,1220.317493816391,7907.071428571428,7729.892857142857,3,11,4
319,0,0,0,0,9374.5,9374.5,9205.0,8482.333333333334,8238.357142857143,1264.5796308881377,8238.357142857143,7908.071428571428,4,11,5
320,1,0,0,0,7020.0,9374.5,9004.0,8589.666666666666,7926.214285714285,1255.8485463735676,7926.214285714285,7765.5,5,11,6
321,1,0,0,0,8706.5,7020.0,7211.0,8367.0,7883.714285714285,1217.7515776060138,7883.714285714285,7739.535714285715,6,11,7
322,0,0,0,0,8895.5,8706.5,6801.5,8207.333333333334,8124.357142857143,1229.0454532646506,8124.357142857143,7883.928571428572,0,11,8
323,0,0,0,0,7281.0,8895.5,6698.0,8294.333333333334,8192.857142857143,1154.106498345731,8192.857142857143,7900.964285714285,1,11,9
324,0,0,0,0,6683.0,7281.0,9374.5,7619.833333333333,8190.714285714285,1157.3539813277844,8190.714285714285,7890.035714285715,2,11,10
325,0,0,0,0,7329.0,6683.0,9374.5,7097.666666666667,7898.5,1063.0371583345673,7898.5,7902.785714285715,3,11,11
326,0,0,0,0,6818.5,7329.0,7020.0,6943.5,7533.357142857143,897.6642706809546,7533.357142857143,7885.857142857143,4,11,12
327,1,0,0,0,7407.5,6818.5,8706.5,7185.0,7588.714285714285,872.3207006382072,7588.714285714285,7757.464285714285,5,11,13
328,1,0,0,0,8937.0,7407.5,8895.5,7721.0,7621.642857142857,924.3466032052972,7621.642857142857,7752.678571428572,6,11,14
329,0,0,0,0,9015.0,8937.0,7281.0,8453.166666666666,7638.714285714285,952.4697657993839,7638.714285714285,7881.535714285715,0,11,15
330,0,0,0,0,7123.0,9015.0,6683.0,8358.333333333334,7616.142857142857,964.1600279641539,7616.142857142857,7904.5,1,11,16
331,0,0,0,0,6913.0,7123.0,7329.0,7683.666666666667,7649.0,930.3874193044684,7649.0,7919.857142857143,2,11,17
332,0,0,0,0,7416.5,6913.0,6818.5,7150.833333333333,7661.5,925.9487926806188,7661.5,7780.0,3,11,18
333,0,0,0,0,6874.5,7416.5,7407.5,7068.0,7669.5,917.6563445357394,7669.5,7601.428571428572,4,11,19
334,1,0,0,0,7036.0,6874.5,8937.0,7109.0,7616.428571428572,945.6497954921336,7616.428571428572,7602.571428571428,5,11,20
335,1,0,0,0,8684.0,7036.0,9015.0,7531.5,7580.285714285715,889.9603856887486,7580.285714285715,7600.964285714285,6,11,21
336,0,0,0,0,8995.0,8684.0,7123.0,8238.333333333334,7577.428571428572,884.6026616779124,7577.428571428572,7608.071428571428,0,11,22
337,0,0,0,0,7057.0,8995.0,6913.0,8245.333333333334,7568.0,890.5849669365418,7568.0,7592.071428571428,1,11,23
338,0,0,0,0,6917.0,7057.0,7416.5,7656.333333333333,7568.571428571428,890.0958014249442,7568.571428571428,7608.785714285715,2,11,24
339,0,0,0,0,6942.5,6917.0,6874.5,6972.166666666667,7500.857142857143,921.0832714023036,7500.857142857143,7581.178571428572,3,11,25
340,0,0,0,0,7044.0,6942.5,7036.0,6967.833333333333,7525.071428571428,903.9411129682691,7525.071428571428,7597.285714285715,4,11,26
341,1,0,0,0,7064.0,7044.0,8684.0,7016.833333333333,7529.071428571428,901.474829957912,7529.071428571428,7572.75,5,11,27
342,1,0,0,0,9048.0,7064.0,8995.0,7718.666666666667,7581.071428571428,985.7566648930053,7581.071428571428,7580.678571428572,6,11,28
343,0,0,0,0,9038.5,9048.0,7057.0,8383.5,7587.285714285715,996.2371645824435,7587.285714285715,7582.357142857143,0,11,29
344,0,0,0,0,6895.0,9038.5,6917.0,8327.166666666666,7564.142857142857,1012.3601431920548,7564.142857142857,7566.071428571428,1,11,30
345,0,0,0,0,6897.0,6895.0,6942.5,7610.166666666667,7561.285714285715,1014.5168742289436,7561.285714285715,7564.928571428572,2,12,1
346,0,0,0,0,7007.5,6897.0,7044.0,6933.166666666667,7570.571428571428,1008.1870043371488,7570.571428571428,7535.714285714285,3,12,2
347,0,0,0,0,5821.0,7007.5,7064.0,6575.166666666667,7395.857142857143,1201.9909426407928,7395.857142857143,7460.464285714285,4,12,3
348,1,0,0,0,6772.0,5821.0,9048.0,6533.5,7354.142857142857,1220.353866517345,7354.142857142857,7441.607142857143,5,12,4
349,1,0,0,0,9017.0,6772.0,9038.5,7203.333333333333,7349.714285714285,1213.2178925328826,7349.714285714285,7465.392857142857,6,12,5
350,0,0,0,0,8468.5,9017.0,6895.0,8085.833333333333,7268.285714285715,1094.2772293902162,7268.285714285715,7427.785714285715,0,12,6
351,0,0,0,0,7325.5,8468.5,6897.0,8270.333333333334,7329.785714285715,1081.828038443231,7329.785714285715,7446.964285714285,1,12,7
352,0,0,0,0,7297.0,7325.5,7007.5,7697.0,7386.928571428572,1065.6004343628576,7386.928571428572,7474.107142857143,2,12,8
353,0,0,0,0,6962.0,7297.0,5821.0,7194.833333333333,7380.428571428572,1068.4356332418802,7380.428571428572,7475.5,3,12,9
354,0,0,0,0,7895.5,6962.0,6772.0,7384.833333333333,7676.785714285715,823.4092166688858,7676.785714285715,7536.321428571428,4,12,10
355,1,0,0,0,6746.5,7895.5,9017.0,7201.333333333333,7673.142857142857,828.1221585755567,7673.142857142857,7513.642857142857,5,12,11
356,1,0,0,0,8797.5,6746.5,8468.5,7813.166666666667,7641.785714285715,770.9368682077244,7641.785714285715,7495.75,6,12,12
357,0,0,0,0,8964.0,8797.5,7325.5,8169.333333333333,7712.571428571428,875.1934752085676,7712.571428571428,7490.428571428572,0,12,13
358,0,0,0,0,6735.0,8964.0,7297.0,8165.5,7628.214285714285,944.4390247276955,7628.214285714285,7479.0,1,12,14
359,0,0,0,0,6930.0,6735.0,6962.0,7543.0,7575.785714285715,975.5638906611565,7575.785714285715,7481.357142857143,2,12,15
360,0,0,0,0,6770.0,6930.0,7895.5,6811.666666666667,7548.357142857143,998.1349989808512,7548.357142857143,7464.392857142857,3,12,16
361,0,0,0,0,7247.5,6770.0,6746.5,6982.5,7455.785714285715,990.5942180135772,7455.785714285715,7566.285714285715,4,12,17
362,1,0,0,0,6906.5,7247.5,8797.5,6974.666666666667,7478.642857142857,973.1934423281439,7478.642857142857,7575.892857142857,5,12,18
363,1,0,0,0,9229.5,6906.5,8964.0,7794.5,7540.357142857143,1078.7406899670111,7540.357142857143,7591.071428571428,6,12,19
364,0,0,0,0,8877.0,9229.5,6735.0,8337.666666666666,7527.928571428572,1059.942035701786,7527.928571428572,7620.25,0,12,20
365,0,0,0,0,6781.0,8877.0,6930.0,8295.833333333334,7534.5,1054.334466223453,7534.5,7581.357142857143,1,12,21
366,0,0,0,0,7002.0,6781.0,6770.0,7553.333333333333,7544.785714285715,1047.7851583675279,7544.785714285715,7560.285714285715,2,12,22
367,0,0,0,0,6851.0,7002.0,7247.5,6878.0,7556.357142857143,1038.2060534998998,7556.357142857143,7552.357142857143,3,12,23
368,0,0,0,0,6886.0,6851.0,6906.5,6913.0,7504.714285714285,1064.7807230107355,7504.714285714285,7480.25,4,12,24
370,1,0,0,0,7075.5,6886.0,9229.5,6937.5,7528.857142857143,1050.7800560490778,7528.857142857143,7503.75,5,12,25
369,1,1,0,0,12882.5,7075.5,8877.0,8948.0,8050.714285714285,2254.1736818832915,8050.714285714285,7795.535714285715,5,12,25
371,1,0,0,0,12882.5,12882.5,6781.0,10946.833333333334,8622.92857142857,2911.448514465094,8622.92857142857,8075.428571428572,6,12,26
372,0,0,0,0,9159.0,12882.5,7002.0,11641.333333333334,8962.642857142857,2797.2017522619276,8962.642857142857,8248.57142857143,0,12,27
373,0,0,0,0,7244.5,9159.0,6851.0,9762.0,8997.285714285714,2770.244256035069,8997.285714285714,8271.035714285714,1,12,28
374,0,0,0,0,6929.5,7244.5,6886.0,7777.666666666667,9008.5,2760.2486150103805,9008.5,8282.42857142857,2,12,29
375,0,0,0,0,7012.0,6929.5,7075.5,7062.0,9026.5,2744.4663263860107,9026.5,8265.607142857143,3,12,30
376,0,0,0,0,7079.0,7012.0,12882.5,7006.833333333333,9027.0,2744.051930995486,9027.0,8277.92857142857,4,12,31
377,1,0,0,0,7008.0,7079.0,12882.5,7033.0,8187.785714285715,2215.868619321841,8187.785714285715,8119.25,5,1,1
378,1,0,0,0,8939.5,7008.0,9159.0,7675.5,7624.5,980.147862994848,7624.5,8123.714285714285,6,1,2
379,0,0,0,0,8254.5,8939.5,7244.5,8067.333333333333,7495.285714285715,784.1635063951501,7495.285714285715,8228.964285714286,0,1,3
380,0,0,0,0,7936.0,8254.5,6929.5,8376.666666666666,7594.071428571428,790.8328641676776,7594.071428571428,8295.67857142857,1,1,4
381,0,0,0,0,6808.0,7936.0,7012.0,7666.166666666667,7576.714285714285,808.9750643635056,7576.714285714285,8292.607142857143,2,1,5
382,0,0,0,0,7510.0,6808.0,7079.0,7418.0,7647.857142857143,772.092757504246,7647.857142857143,8337.17857142857,3,1,6
383,0,0,0,0,6774.5,7510.0,7008.0,7030.833333333333,7604.357142857143,816.7692306830062,7604.357142857143,8315.67857142857,4,1,7
384,1,0,0,0,6962.5,6774.5,8939.5,7082.333333333333,7597.857142857143,822.4673101044866,7597.857142857143,7892.821428571428,5,1,8
385,1,0,0,0,9263.5,6962.5,8254.5,7666.833333333333,7644.142857142857,914.5198063412898,7644.142857142857,7634.321428571428,6,1,9
386,0,0,0,0,9462.5,9263.5,7936.0,8562.833333333334,7816.714285714285,1136.0383964000841,7816.714285714285,7656.0,0,1,10
387,0,0,0,0,7523.0,9462.5,6808.0,8749.666666666666,7757.714285714285,1139.5299782930713,7757.714285714285,7675.892857142857,1,1,11
388,0,0,0,0,7011.0,7523.0,7510.0,7998.833333333333,7786.714285714285,1113.620928066911,7786.714285714285,7681.714285714285,2,1,12
389,0,0,0,0,7050.0,7011.0,6774.5,7194.666666666667,7721.0,1145.7790653815866,7721.0,7684.428571428572,3,1,13
390,0,0,0,0,6879.0,7050.0,6962.5,6980.0,7735.928571428572,1131.9893782103204,7735.928571428572,7670.142857142857,4,1,14
391,1,0,0,0,6895.0,6879.0,9263.5,6941.333333333333,7726.285714285715,1139.9355192708374,7726.285714285715,7662.071428571428,5,1,15
392,1,0,0,0,9177.5,6895.0,9462.5,7650.5,7714.0,1120.9115709992627,7714.0,7679.071428571428,6,1,16
393,0,0,0,0,8902.0,9177.5,7523.0,8324.833333333334,7633.928571428572,987.2409545703554,7633.928571428572,7725.321428571428,0,1,17
394,0,0,0,0,6866.0,8902.0,7011.0,8315.166666666666,7540.071428571428,1029.855427902861,7540.071428571428,7648.892857142857,1,1,18
395,0,0,0,0,7206.0,6866.0,7050.0,7658.0,7567.928571428572,1015.6991200060112,7567.928571428572,7677.321428571428,2,1,19
396,0,0,0,0,7057.0,7206.0,6879.0,7043.0,7568.928571428572,1015.1074831666771,7568.928571428572,7644.964285714285,3,1,20
397,0,0,0,0,6970.0,7057.0,6895.0,7077.666666666667,7581.928571428572,1005.3349536585567,7581.928571428572,7658.928571428572,4,1,21
398,1,0,0,0,6914.5,6970.0,9177.5,6980.5,7584.714285714285,1003.1389010311274,7584.714285714285,7655.5,5,1,22
399,1,0,0,0,9106.5,6914.5,8902.0,7663.666666666667,7574.571428571428,984.5363726382344,7574.571428571428,7644.285714285715,6,1,23
400,0,0,0,0,9102.5,9106.5,6866.0,8374.5,7603.214285714285,1031.3928631201943,7603.214285714285,7618.571428571428,0,1,24
401,0,0,0,0,7032.0,9102.5,7206.0,8413.666666666666,7626.928571428572,1013.368287304433,7626.928571428572,7583.5,1,1,25
402,0,1,0,0,6935.0,7032.0,7057.0,7689.833333333333,7588.214285714285,1037.0297672175432,7588.214285714285,7578.071428571428,2,1,26
403,0,0,0,0,10527.5,6935.0,6970.0,8164.833333333333,8084.0,1476.9998871586647,8084.0,7826.464285714285,2,1,26
404,0,0,0,0,10527.5,10527.5,6914.5,9330.0,8592.214285714286,1633.5490977506477,8592.214285714286,8087.071428571428,3,1,27
405,0,0,0,0,6961.5,10527.5,9106.5,9338.833333333334,8598.92857142857,1625.5811378440435,8598.92857142857,8091.821428571428,4,1,28
406,1,0,0,0,6974.0,6961.5,9102.5,8154.333333333333,8294.285714285714,1712.1233127597095,8294.285714285714,7934.428571428572,5,1,29
407,1,0,0,0,9297.0,6974.0,7032.0,7744.166666666667,8322.07142857143,1728.921567253509,8322.07142857143,7962.642857142857,6,1,30
408,0,0,0,0,9127.0,9297.0,6935.0,8466.0,8621.357142857143,1647.8086891962084,8621.357142857143,8124.142857142857,0,1,31
409,0,0,0,0,6843.0,9127.0,10527.5,8422.333333333334,8608.214285714286,1663.7901224098614,8608.214285714286,8098.214285714285,1,2,1
410,0,0,0,0,7372.0,6843.0,10527.5,7780.666666666667,8157.428571428572,1473.7310481838242,8157.428571428572,8120.714285714285,2,2,2
411,0,0,0,0,6881.5,7372.0,6961.5,7032.166666666667,7636.571428571428,1091.101065765365,7636.571428571428,8114.392857142857,3,2,3
412,0,0,0,0,7102.5,6881.5,6974.0,7118.666666666667,7656.714285714285,1077.781666864213,7656.714285714285,8127.821428571428,4,2,4
413,1,0,0,0,6955.5,7102.5,9297.0,6979.833333333333,7654.071428571428,1079.7556601909137,7654.071428571428,7974.178571428572,5,2,5
414,1,0,0,0,9746.5,6955.5,9127.0,7934.833333333333,7718.285714285715,1200.3758042499035,7718.285714285715,8020.178571428572,6,2,6
415,0,0,0,0,8529.5,9746.5,6843.0,8410.5,7632.928571428572,1100.6062128274198,7632.928571428572,8127.142857142857,0,2,7
416,0,0,0,0,6929.0,8529.5,7372.0,8401.666666666666,7645.214285714285,1090.7547790843128,7645.214285714285,8126.714285714285,1,2,8
417,0,0,0,0,6879.5,6929.0,6881.5,7446.0,7574.857142857143,1126.6097636377194,7574.857142857143,7866.142857142857,2,2,9
419,0,0,0,0,7684.0,6879.5,7102.5,7440.333333333333,7783.071428571428,1053.0456000165989,7689.5,7663.035714285715,3,2,10
418,0,1,0,0,7757.5,7684.0,6955.5,7164.166666666667,7689.5,1084.3327057073845,7783.071428571428,7719.892857142857,3,2,10
